seller_id,total_sales,avg_price,avg_review_score,avg_packing_time,top_category_name_english
001cca7ae9ae17fb1caed9dfb1094831,25080.03,104.9373640167364,3.902542372881356,5.675310901901977,health_beauty
004c9cd9d87a3c30c522c48c4fc07416,19712.71,115.95711764705882,4.132947976878612,6.793332237557414,health_beauty
00ee68308b45bc5e2660cd833c3f81cc,20260.0,117.79069767441861,4.3313953488372094,5.300163652022304,health_beauty
00fc707aaaad2d31347cf883cd2dfe10,12684.9,93.96222222222222,3.7375886524822697,10.923794324430464,health_beauty
01fdefa7697d26ad920e9e0346d4bd1b,14921.43,113.90404580152672,4.346153846153846,5.005634630344211,health_beauty
0241d4d5d36f10f80c644447315af0bd,31397.7,127.6329268292683,4.278225806451613,4.212579136562905,health_beauty
06a2c3af7b3aee5d69171b0e14f0ee87,36408.95,89.89864197530864,4.00250626566416,7.06019058642265,health_beauty
080102cd0a76b09e0dcf55fcacc60e05,5716.78,43.97523076923077,4.492307692307692,4.695823450866514,health_beauty
0adac9fbd9a2b63cccaac4f8756c1ca8,15960.95,112.40105633802817,3.887323943661972,5.2437302751735535,health_beauty
0b90b6df587eb83608a64ea8b390cf07,28592.32,136.15390476190476,4.0,10.929591545422694,health_beauty
0bae85eb84b9fb3bd773911e89288d54,7482.21,51.24801369863014,4.205479452054795,5.303346889268939,health_beauty
0be8ff43f22e456b4e0371b2245e4d01,11805.5,65.58611111111111,3.8944444444444444,5.464420588981981,health_beauty
0c8380b62e38e8a1e6adbeba7eb9688c,17348.79,78.85813636363636,4.040909090909091,5.271044875831682,health_beauty
0db783cfcd3b73998abc6e10e59a102f,9077.4,66.25839416058393,4.213235294117647,5.927683127588696,health_beauty
0dd184061fb0eaa7ca37932c68ab91c5,18446.92,95.57989637305698,3.953125,5.380442213583159,health_beauty
0ea22c1cfbdc755f86b9b54b39c16043,10711.7,39.82044609665428,4.333333333333333,5.261859768705588,health_beauty
1025f0e2d44d7041d6cf58b6550e0bfa,138968.55,97.31691176470588,3.8497554157931515,6.115237276625809,health_beauty
1127b7f2594683f2510f1c2c834a486b,6851.33,51.90401515151515,4.097744360902255,5.734036721384407,health_beauty
11bfa66332777660bd0640ee84d47006,3925.87,38.48892156862745,3.7766990291262137,5.632670320451771,health_beauty
128639473a139ac0f3e5f5ade55873a5,11908.849999999999,21.26580357142857,4.176895306859206,5.492702401624826,health_beauty
12b9676b00f60f3b700e83af21824c0e,26774.0,198.32592592592593,4.511111111111111,12.406933299041595,health_beauty
1554a68530182680ad5c8b042c3ab563,29052.53,108.00197026022305,4.2481481481481485,6.624222471792472,health_beauty
16090f2ca825584b5a147ab24aa30c86,25716.44,62.7230243902439,4.044226044226044,4.373526084021006,health_beauty
17a053fcb14bd219540cbde0df490be0,40703.14,273.1754362416107,4.20945945945946,6.250302401799458,health_beauty
17ca9b9e9b9ef8fdb529001b49ebb50f,9754.83,75.61883720930233,4.015384615384615,4.6443052863983745,health_beauty
17e34d8224d27a541263c4c64b11a56b,56363.24,210.31059701492538,4.139097744360902,6.6394004802386375,health_beauty
1835b56ce799e6a4dc4eddc053f04066,33344.21,59.75664874551971,3.5938628158844765,5.03753631935525,health_beauty
18a349e75d307f4b4cc646a691ed4216,8711.53,58.86168918918919,3.3945578231292517,9.109965512384283,health_beauty
1900267e848ceeba8fa32d80c1a5f5a8,24982.53,47.22595463137996,3.854961832061069,5.202831972448511,health_beauty
1a3df491d1c4f1589fc2b934ada68bf2,23302.7,130.91404494382022,4.161111111111111,7.866564060556127,health_beauty
1b4c3a6f53068f0b6944d2d005c9fc89,14760.300000000001,126.15641025641027,4.111111111111111,5.148176044635634,health_beauty
1c129092bf23f28a5930387c980c0dfc,9553.619999999999,43.42554545454545,4.168949771689498,5.799045296720314,health_beauty
1c68394e931a64f90ea236c5ea590300,24832.75,145.22076023391813,3.943820224719101,10.523468296520129,health_beauty
1ca7077d890b907f89be8c954a02686a,13341.57,97.38372262773723,2.198529411764706,5.668468589486595,health_beauty
1da3aeb70d7989d1e6d9b0e887f97c23,8823.52,26.9009756097561,4.073170731707317,5.3363243140203585,health_beauty
1e8b33f18b4f7598d87f5cbee2282cc2,17309.06,123.63614285714287,4.282608695652174,4.617474454358619,health_beauty
1f50f920176fa81dab994f9023523100,106939.20999999999,55.380222682547895,3.9824016563147,5.490098808186707,health_beauty
2138ccb85b11a4ec1e37afbd1c8eda1f,12357.03,28.804265734265737,3.8997668997668997,5.376246357807729,health_beauty
213b25e6f54661939f11710a6fddb871,15379.5,79.27577319587628,3.7916666666666665,8.717491050980524,health_beauty
218d46b86c1881d022bce9c68a7d4b15,55093.28,129.024074941452,4.142857142857143,5.72325234192116,health_beauty
229c3efbfb0ea2058de4ccdfbc3d784a,15744.0,106.37837837837837,3.643835616438356,5.5905676770426735,health_beauty
2528513dd95219a6013d4d05176e391a,32689.1,195.74311377245508,3.9451219512195124,5.156604360724928,health_beauty
259f7b5e6e482c230e5bfaa670b6bb8f,8526.039999999999,51.672969696969695,4.206060606060606,5.445267466339988,health_beauty
25c5c91f63607446a97b143d2d535d31,54679.22,203.26847583643124,3.7032967032967035,8.205451819159395,health_beauty
25e6ffe976bd75618accfe16cefcbd0d,11691.61,99.9282905982906,4.384615384615385,5.179234627232306,health_beauty
282f23a9769b2690c5dda22e316f9941,6505.08,59.13709090909091,4.3,5.272610900669613,health_beauty
289cdb325fb7e7f891c38608bf9e0962,13544.95,107.49960317460318,4.579365079365079,3.2053306878152643,health_beauty
2a84855fd20af891be03bc5924d2b453,15819.1,94.16130952380952,4.233532934131737,4.227259493491147,health_beauty
2c9e548be18521d1c43cde1c582c6de8,6109.44,35.111724137931034,3.9239766081871346,5.100438151880564,health_beauty
2e1c9f22be269ef4643f826c9e650a52,12687.68,73.33919075144509,4.16374269005848,5.176273415756084,health_beauty
2e90cb1677d35cfe24eef47d441b7c87,13894.710000000001,101.42124087591242,4.036496350364963,5.181779534994441,health_beauty
2eb70248d66e0e3ef83659f71b244378,42628.61,201.07834905660377,2.712918660287081,11.228131551365808,health_beauty
33a6f4b1e7cdc205511e76ba1b6e0186,10295.01,81.70642857142857,4.357142857142857,6.323713899900516,health_beauty
36a968b544695394e4e9d7572688598f,9482.87,58.53623456790124,3.638036809815951,7.8688006544468445,health_beauty
37515688008a7a40ac93e3b2e4ab203f,5986.6,24.944166666666668,4.084033613445378,5.7875137442024425,health_beauty
37be5a7c751166fbc5f8ccba4119e043,55350.55,196.97704626334522,4.301418439716312,8.049152003425535,health_beauty
391fc6631aebcf3004804e51b40bcf1e,39951.95,65.17446982055465,3.9533762057877815,7.016383186812994,health_beauty
3b15288545f8928d3e65a8f949a28291,14061.789999999999,116.21314049586776,3.8536585365853657,7.6961038414665985,health_beauty
3c7c4a49ec3c6550809089c6a2ca9370,4033.6400000000003,25.210250000000002,3.68944099378882,5.788144603586988,health_beauty
3d871de0142ce09b7081e2b9d1733cb1,94914.2,82.74995640802092,4.11443661971831,6.008932238691117,health_beauty
3df020b72d3d44b3af9d110fa3940b65,5039.9,49.9,3.9504950495049505,5.077391364136803,health_beauty
41b39e28db005d9731d9d485a83b4c38,17112.55,74.08030303030303,4.126050420168068,12.823383988705725,health_beauty
42b729f859728f5079499127a9c2ef37,4118.86,31.203484848484845,4.3538461538461535,4.625756698925133,health_beauty
431af27f296bc6519d890aa5a05fdb11,13109.5,104.876,3.784,5.662321666672826,health_beauty
